Lead ID,Business Name,Email,Website,Industry,Country,Status,Emails Sent,Last Email Date,Last Subject,Next Follow-up,Source,Notes
RR-20260906-376,CDP Plumbing of Brampton,info@cdpplumbing.ca,cdpplumbing.ca,Plumber,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-377,ApexFlow Plumber Brampton,contact@apexflowplumberbrampton.ca,apexflowplumberbrampton.ca,Plumber,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-378,Superior Plumbing & Heating of Oakville,info@superiorplumbing.ca,superiorplumbing.ca,Plumber,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-379,Peel Dental Care,office@peeldental.com,www.peeldentalcare.com,Dental Clinic,Other,New,0,,,,Legacy Lead Tracker,
RR-20260906-380,Brampton Family Dental,info@bramptonfamilydental.com,www.bramptonfamilydental.com,Dental Clinic,Other,New,0,,,,Legacy Lead Tracker,
RR-20260906-381,Oakville Place dental office,rochelle@dentistoakville.com,www.dentistoakville.com,Dental Clinic,Other,New,0,,,,Legacy Lead Tracker,
RR-20260906-382,Toronto Civil Litigation Lawyers - Powell Litigation,info@powelllitigation.com,ontariolitigationlawyers.com,Law Firm,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-383,Nanda & Associate Lawyers,hello@nanda.ca,www.nanda.ca,Law Firm,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-384,JSM Law,info@jsmlaw.ca,www.jsmlaw.ca,Law Firm,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-385,Gupta Law Firm,info@guptalaw.ca,guptalaw.ca,Law Firm,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-386,Patel Law Firm,mikesh@patellawfirm.ca,www.patellawfirm.ca,Law Firm,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-387,"LawDen - Kunal Kapoor Law Professional Corporation - Barrister, Solicitor & Notary Public",info@lawden.ca,www.lawden.ca,Law Firm,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-388,James Deep Law Professional Corporation,reception@jamesdeep.com,jamesdeep.com,Law Firm,Other,New,0,,,,Legacy Lead Tracker,
RR-20260906-389,O'Connor MacLeod Hanna LLP,info@omh.ca,www.omh.ca,Law Firm,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-390,Property Law Firm CB LLP | Head Office,welcome@propertylaw.ca,www.propertylaw.ca,Law Firm,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-391,Cornerstone Physiotherapy - Toronto,info@cornerstonephysio.com,cornerstonephysio.com,Physiotherapy,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-392,Rebalance Sports Medicine Physiotherapy & Chiropractic Downtown Toronto,info@rebalancetoronto.com,rebalancetoronto.com,Physiotherapy,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-393,"Curezone Physiotherapy | Heartland, Mississauga",info@curezonephysiotherapy.com,www.curezonephysiotherapy.com,Physiotherapy,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-394,Triangle Physiotherapy Mississauga,info@trianglephysiotherapy.com,www.trianglephysiotherapy.com,Physiotherapy,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-395,Brampton Physiotherapy + Wellness Institute,brampton@lifeclinics.ca,bramptonphysio.ca,Physiotherapy,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-396,MedRehab Group Physiotherapy - Brampton,brampton@medrehabgroup.com,medrehabgroup.com,Physiotherapy,Other,New,0,,,,Legacy Lead Tracker,
RR-20260906-397,Physio Pros Oakville,info@physiopros.ca,physiopros.ca,Physiotherapy,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-398,BeActive Physio Oakville,info@beactivephysio.ca,www.beactivephysio.ca,Physiotherapy,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-399,AccuServ Heating and Air Conditioning,info@accuservheating.com,accuservheating.com,Hvac Contractor,CA,New,0,,,,Legacy Lead Tracker,
RR-20260906-400,Dubai Sky Clinic (by Trio Dental Center),trio.burjuman@triodentaluae.com,,dental clinic,UAE,Contacted,1,2026-08-24,dubaiskyclinic(bytri,,Hermes Aug 2026,
RR-20260906-401,HPL Yamalova & Plewka FZCO (LYLAW Dubai),legal@lylawyers.com,,law firm,UAE,Contacted,1,2026-08-24,hplyamalova&plewkafz,,Hermes Aug 2026,
RR-20260906-402,Harbor Real Estate Broker LLC,info@harbordubai.com,,real estate agency,UAE,Contacted,1,2026-08-24,harborrealestatebrok,,Hermes Aug 2026,
RR-20260906-403,Al Ayan Real Estate Broker LLC,hello@nexteuv.com,,real estate agency,UAE,Contacted,1,2026-08-24,alayanrealestatebrok,,Hermes Aug 2026,
RR-20260906-404,Espace,info@espace.ae,,real estate agency,UAE,Contacted,1,2026-08-24,espace,,Hermes Aug 2026,
RR-20260906-405,Bombay Borough,contact@bombayborough.in,,restaurant,UAE,Contacted,1,2026-08-24,bombayborough,,Hermes Aug 2026,
RR-20260906-406,CÉ LA VI,events-dxb@celavi.com,,restaurant,UAE,Contacted,1,2026-08-24,célavi,,Hermes Aug 2026,
RR-20260906-407,MOLI by SHI,reservation@molibyshi.com,,restaurant,UAE,Contacted,1,2026-08-24,molibyshi,,Hermes Aug 2026,
RR-20260906-408,Soul Kitchen Dubai,reservations@soulkitchendxb.com,,restaurant,UAE,Contacted,1,2026-08-24,soulkitchendubai,,Hermes Aug 2026,
RR-20260906-409,Maison De Curry | Restaurant with the best views of Burj Khalifa & Dubai Fountains,mdc@passionfandb.com,,restaurant,UAE,Contacted,1,2026-08-24,maisondecurry|restau,,Hermes Aug 2026,
RR-20260906-410,24th St. World Street Food Dubai,asai@dusit.com,,restaurant,UAE,Contacted,1,2026-08-24,24thstworldstreetfoo,,Hermes Aug 2026,
RR-20260906-411,3BK Restaurant - Burj Khalifa,main@3bkdubai.com,,restaurant,UAE,Contacted,1,2026-08-24,3bkrestaurant-burjkh,,Hermes Aug 2026,
RR-20260906-412,"Al Khoory Inn Hotel, Bur Dubai",info@alkhooryhotels.com,,hotel,UAE,Contacted,1,2026-08-24,alkhooryinnhotelburd,,Hermes Aug 2026,
RR-20260906-413,Hotel Holiday International,reservation@hhi.ae,,hotel,UAE,Contacted,1,2026-08-24,hotelholidayinternat,,Hermes Aug 2026,
RR-20260906-414,Grand Gold Gym,info@grandgoldgym.com,,gym fitness center,UAE,Contacted,1,2026-08-24,grandgoldgym,,Hermes Aug 2026,
RR-20260906-415,The Elite Health Club,info@thelitehealthclub.com,,gym fitness center,UAE,Contacted,1,2026-08-24,theelitehealthclub,,Hermes Aug 2026,
RR-20260906-416,Car Garage Auto Mechanical Repair,support@cargarage.ae,,car repair garage,UAE,Contacted,1,2026-08-24,cargarageautomechani,,Hermes Aug 2026,
RR-20260906-417,Mayfield Dental,info@mayfielddental.com,mayfielddental.com,Dental,CA,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-418,Schinto Dental,frontdesk@schintodental.com,schintodental.com,Dental,US,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-419,Dental Oasis,info@dentaloasis.ae,dentaloasis.ae,Dental,UAE,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-420,Norburn Dental Centre,info@norburndental.com,www.norburndental.com,Dental,CA,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-421,St. James Dental,Reception@stjamesdental.com,stjamesdental.com,Dental,UK,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-422,KRS Plumbing & Heating,info@krsplumbingandheating.co.uk,krsplumbingandheating.co.uk,Home Services,UK,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-423,Allen’s Plumbing & Heating,info@allensplumbingandheating.co.uk,www.allensplumbingandheating.co.uk,Home Services,UK,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-424,Bespoke Dental,reception@bespokedental.com.au,bespokedental.com.au,Dental,AU,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-425,Riverdale Plumbing & Heating,info@riverdaleplumbing-heating.com,riverdaleplumbing-heating.com,Home Services,US,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-426,Levantine Dental Clinic,info@levantine.ae,levantine.ae,Dental,UAE,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-427,Valle Dental,info@valledentalclinic.com,valledentalclinic.com,Dental,US,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-428,Pinellas Family Dental,lindsay@dentalflorida.com,dentalflorida.com,Dental,US,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-429,MC Dental,enquiries@mcdental.com.au,www.mcdental.com.au,Dental,AU,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-430,Dr. Priyanka Dental Clinic,contact@drpriyankaclinic.ae,drpriyankaclinic.ae,Dental,UAE,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-431,Fort Lawyers,info@fortlawyers.com.au,fortlawyers.com.au,Law,AU,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-432,Northpoint Legal,info@northpointlegal.ca,northpointlegal.ca,Law,CA,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-433,Turini McKean Law,info@turinimckeanlaw.com.au,turinimckeanlaw.com.au,Law,AU,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-434,5F Mechanical,info@5fmech.com,5fmech.com,Home Services,US,New,0,,,,Forge hunt 2026-09-06,
RR-20260906-435,University Dental and Implant Centre,contact@universitydental.co.uk,universitydental.co.uk,Dental,UK,New,0,,,,Forge hunt 2026-09-06,
